Area_Name,Latitude,Longitude,Crime_Rate,Lighting,Police_Distance,Time,Crowd_Density,Risk_Level
Sonari,22.817376,86.16043,2,Good,1.76,Day,Medium,Low
Bistupur,22.79757,86.188718,5,Poor,0.54,Night,Low,Medium
Marine Drive,22.770469,86.159846,2,Good,0.24,Day,High,Low
Agrico,22.776197,86.173807,6,Poor,0.76,Night,Low,High
Golmuri,22.783764,86.17428,4,Good,1.12,Day,Medium,Medium
Birsa Chowk,22.800397,86.184688,3,Good,0.46,Day,High,Low
Jugsalai,22.786411,86.18008,3,Good,1.04,Day,Medium,Low
Boram,22.838394,86.218209,4,Good,3.93,Day,Low,Medium
Bhalubasa,22.759896,86.150104,2,Good,1.34,Day,High,Low
Burma Mines,22.8282,86.180351,6,Poor,2.53,Day,Low,Medium
Bhalubasa,22.758991,86.146442,6,Poor,1.33,Night,Low,High
Bagbera,22.830743,86.228344,6,Poor,2.66,Day,Low,Medium
Parsudih,22.80159,86.168478,4,Poor,1.85,Day,Low,Medium
Jharkhand Colony,22.783116,86.205511,6,Poor,1.52,Night,Low,High
Dimna,22.743242,86.209727,4,Good,4.03,Day,Low,Medium
Mango,22.829728,86.201749,3,Good,1.41,Day,Medium,Low
Boram,22.839463,86.219926,6,Poor,4.08,Night,Low,High
Sakchi Market,22.802508,86.201828,3,Poor,0.72,Day,Medium,Medium
Bhalubasa,22.759963,86.15162,3,Good,0.77,Day,High,Low
Telco,22.766349,86.154212,6,Poor,1.43,Night,Medium,Medium
Burma Mines,22.825086,86.18046,5,Poor,2.24,Day,Low,Medium
Agrico,22.779636,86.17517,5,Poor,0.71,Day,Medium,Medium
Mango Bazar,22.83187,86.203756,3,Good,1.58,Day,High,Low
Agrico,22.777911,86.170111,5,Poor,0.98,Day,Medium,Medium
Bistupur,22.795458,86.187747,4,Good,0.25,Night,Medium,Low
Bagbera,22.829271,86.229228,5,Good,2.46,Day,Medium,Low
Golmuri,22.781894,86.17433,8,Poor,0.72,Night,Low,High
Mango Bazar,22.830599,86.201406,4,Good,1.34,Day,High,Low
Karandih,22.815219,86.211134,2,Good,2.33,Day,Medium,Low
Bhalubasa,22.762573,86.149477,6,Poor,1.74,Night,Low,High
Boram,22.840792,86.221755,10,Poor,3.58,Night,Low,High
Sitaramdera,22.770703,86.164427,3,Good,1.31,Day,Medium,Low
Azadnagar,22.803841,86.194411,5,Good,1.06,Day,High,Medium
Jharkhand Colony,22.78369,86.205528,5,Poor,2.24,Night,Low,High
Bistupur,22.797618,86.190334,4,Poor,0.45,Night,Low,Medium
Jharkhand Colony,22.783669,86.205104,5,Poor,2.18,Night,Low,High
Sakchi,22.805413,86.203578,8,Poor,0.74,Night,Low,High
Chhota Govindpur,22.751728,86.139648,9,Poor,2.95,Day,Low,High
Sonari,22.820076,86.161245,2,Good,1.27,Night,Medium,Medium
Telco,22.762604,86.155987,5,Poor,0.18,Night,Medium,Medium
Mango,22.832806,86.200841,7,Poor,1.63,Night,Medium,Medium
Golmuri,22.782431,86.174905,8,Poor,1.15,Night,Low,High
Karandih,22.816191,86.210761,2,Good,2.77,Day,Medium,Medium
Azadnagar,22.805592,86.196521,8,Poor,0.82,Night,Low,High
Boram,22.839826,86.220837,4,Good,4.52,Day,Low,Medium
Chhota Govindpur,22.751638,86.13872,8,Poor,2.64,Night,Low,High
Jharkhand Colony,22.784383,86.203629,3,Good,2.05,Day,Medium,Low
Bistupur,22.797086,86.187636,4,Good,0.71,Night,Medium,Low
Birsa Chowk,22.800588,86.184972,3,Poor,0.9,Night,Medium,Medium
Karandih,22.817112,86.209217,3,Good,2.49,Day,Medium,Low
Bistupur,22.796898,86.188062,6,Poor,0.27,Night,Low,Medium
Birsa Chowk,22.801571,86.186362,6,Poor,0.1,Night,Low,High
Chhota Govindpur,22.752139,86.141781,8,Poor,3.34,Night,Medium,High
Bistupur,22.798016,86.189818,5,Poor,0.65,Night,Low,Medium
Gamharia,22.770643,86.118028,3,Good,2.16,Day,High,Low
Agrico,22.777176,86.171256,5,Poor,1.99,Night,Low,High
Mango Bazar,22.831272,86.202566,4,Poor,1.71,Night,Low,High
Birsa Chowk,22.799755,86.18512,7,Poor,0.1,Night,Low,High
Baridih,22.834952,86.184642,3,Good,1.93,Day,High,Low
Golmuri,22.784719,86.173471,8,Poor,0.66,Night,Low,High
Parsudih,22.802498,86.168543,2,Good,2.36,Day,Medium,Low
Chhota Govindpur,22.751965,86.140725,8,Poor,2.66,Night,Low,High
Jharkhand Colony,22.779584,86.203006,4,Good,1.69,Day,Medium,Low
Agrico,22.780517,86.176515,4,Poor,0.41,Day,Medium,Medium
Boram,22.839554,86.220031,6,Poor,4.56,Night,Low,High
Adityapur,22.784565,86.135776,5,Poor,0.6,Night,Medium,Medium
Boram Basti,22.840314,86.21713,7,Poor,4.12,Night,Low,High
Telco,22.764495,86.155862,1,Good,1.37,Day,High,Low
Dimna,22.742156,86.21015,7,Poor,3.66,Night,Low,High
Ulidih,22.788894,86.211285,1,Good,2.3,Day,Medium,Low
Gamharia,22.768977,86.119702,8,Poor,2.24,Night,Low,High
Lal Building,22.800795,86.184327,4,Poor,0.45,Night,Medium,Medium
Baridih,22.838046,86.182762,1,Good,2.23,Day,High,Low
Ulidih,22.791231,86.211424,2,Good,2.46,Day,Medium,Low
Jugsalai,22.789984,86.181278,4,Good,0.76,Day,High,Medium
Kadma,22.812934,86.219873,2,Good,0.52,Night,Medium,Medium
Jugsalai,22.788457,86.184028,7,Poor,1.24,Night,Low,High
Jugsalai,22.78894,86.183873,5,Good,0.53,Day,High,Medium
Kadma,22.812511,86.218289,5,Good,0.74,Night,Medium,Medium
Golmuri,22.783461,86.174565,8,Poor,1.14,Night,Low,High
Pathargora,22.803282,86.201058,7,Poor,0.39,Night,Low,High
Bistupur,22.798035,86.188363,4,Good,0.22,Night,Medium,Low
Jugsalai,22.788401,86.183373,6,Good,0.58,Day,High,Medium
Baridih,22.833207,86.186961,3,Good,1.83,Day,High,Low
Parsudih,22.800757,86.169398,7,Poor,1.99,Night,Low,High
Boram Basti,22.839838,86.221416,3,Good,3.97,Day,Low,Medium
Sakchi,22.804713,86.204305,7,Poor,0.89,Night,Low,High
Pathargora,22.802383,86.199473,5,Poor,1.04,Night,Low,High
Marine Drive,22.769594,86.159171,6,Poor,1.49,Night,Low,High
Baridih,22.835363,86.186865,4,Good,1.09,Day,High,Low
Mango,22.831025,86.199811,6,Poor,1.72,Night,Medium,Medium
Pathargora,22.802385,86.199385,8,Poor,0.4,Night,Low,High
Karandih,22.813198,86.209641,2,Good,2.76,Day,Medium,Low
Parsudih,22.80082,86.169533,2,Good,2.5,Day,Medium,Low
Pathargora,22.802615,86.19971,2,Good,0.53,Day,High,Low
Karandih,22.817368,86.208025,3,Poor,2.56,Day,Medium,Medium
Telco,22.764592,86.156743,4,Poor,1.09,Night,Medium,Medium
Telco,22.765826,86.154393,8,Poor,1.57,Night,Low,High
Jugsalai,22.789617,86.18413,5,Good,0.69,Day,High,Medium
Adityapur,22.785505,86.134656,1,Good,0.88,Day,High,Low
Burma Mines,22.826723,86.179901,9,Poor,3.33,Night,Low,High
Mango Bazar,22.832803,86.203946,6,Poor,1.83,Night,Low,High
Sitaramdera,22.774071,86.166973,7,Poor,0.57,Night,Low,High
Agrico,22.778688,86.173856,4,Poor,1.29,Day,Medium,Medium
Mango Bazar,22.83454,86.203353,4,Good,1.44,Day,High,Low
Parsudih,22.800277,86.17064,8,Poor,2.75,Day,Low,High
Marine Drive,22.773186,86.163729,5,Good,0.96,Night,Medium,Medium
Birsa Chowk,22.800152,86.184595,3,Good,0.1,Day,High,Low
Bistupur,22.798411,86.188892,6,Poor,1.19,Night,Low,Medium
Boram Basti,22.84152,86.217992,6,Poor,3.87,Night,Low,High
Bagbera,22.831267,86.230759,5,Good,3.5,Day,Medium,Low
Marine Drive,22.77214,86.160063,6,Poor,1.34,Night,Low,High
Bagbera,22.828369,86.226763,6,Poor,2.95,Day,Low,Medium
Boram,22.839755,86.2197,1,Good,3.98,Day,High,Medium
Sidhgora,22.806788,86.191499,2,Good,0.24,Day,High,Low
Lal Building,22.799733,86.180852,5,Poor,0.4,Night,Medium,Medium
Parsudih,22.799976,86.170381,8,Poor,2.12,Night,Low,High
Sonari,22.818673,86.162275,4,Poor,1.66,Night,Low,High
Boram,22.844385,86.219713,9,Poor,4.32,Night,Low,High
Pathargora,22.804577,86.201359,1,Good,0.69,Day,High,Low
Ulidih,22.787841,86.211022,3,Good,1.68,Day,Medium,Low
Sakchi,22.805434,86.203531,5,Poor,1.1,Day,Medium,Medium
Agrico,22.779198,86.174524,6,Poor,0.9,Night,Low,High
Parsudih,22.800693,86.169305,3,Good,2.31,Day,Medium,Low
Chhota Govindpur,22.752267,86.137533,2,Good,3.06,Day,Medium,Low
Sitaramdera,22.772414,86.164433,4,Poor,1.14,Day,Low,Medium
Birsa Chowk,22.79698,86.182293,4,Poor,0.1,Night,Medium,Medium
Jharkhand Colony,22.782453,86.205986,6,Poor,2.55,Night,Low,High
Kadma,22.813758,86.222744,3,Good,0.59,Night,Medium,Medium
Azadnagar,22.806149,86.197413,2,Good,0.97,Day,High,Medium
Bhalubasa,22.758937,86.148734,3,Good,1.26,Day,High,Low
Burma Mines,22.823808,86.179452,7,Poor,3.41,Night,High,High
Pathargora,22.801865,86.197635,2,Good,0.42,Day,High,Low
Chhota Govindpur,22.753329,86.139839,3,Good,2.26,Night,Low,High
Agrico,22.777885,86.170878,5,Poor,0.66,Night,Medium,High
Baridih,22.837434,86.184463,2,Good,2.46,Day,Medium,Low
Sakchi Market,22.803956,86.204424,3,Good,1.19,Day,High,Low
Baridih,22.83529,86.18664,1,Good,1.91,Day,High,Low
Adityapur,22.785269,86.135193,9,Poor,0.98,Night,Low,High
Sakchi,22.805482,86.202628,4,Poor,1.06,Day,Medium,Medium
Boram,22.838828,86.21851,2,Good,3.91,Day,Low,Medium
Gamharia,22.772891,86.120281,10,Poor,1.94,Night,Medium,High
Golmuri,22.781564,86.175966,4,Good,1.12,Day,Medium,Medium
Sidhgora,22.812573,86.190615,2,Good,0.41,Day,High,Low
Sitaramdera,22.772135,86.162621,7,Poor,1.2,Night,Low,High
Bagbera,22.830829,86.230157,4,Good,3.21,Day,Medium,Low
Sitaramdera,22.774002,86.16213,6,Poor,0.61,Day,Low,Medium
Mango,22.831686,86.202206,4,Poor,1.43,Night,Medium,Medium
Agrico,22.776905,86.17196,6,Poor,0.79,Night,Low,High
Marine Drive,22.7709,86.158165,4,Good,1.66,Night,Medium,Medium
Boram Basti,22.844801,86.219227,6,Poor,3.55,Night,Low,High
Bistupur,22.795069,86.188539,5,Poor,0.37,Night,Low,Medium
Agrico,22.781178,86.173349,6,Poor,0.73,Night,High,High
Pathargora,22.802579,86.203288,3,Good,0.94,Day,High,Low
Adityapur,22.78515,86.135152,8,Poor,0.48,Night,Low,High
Mango,22.82906,86.200033,7,Poor,2.13,Night,Low,High
Pathargora,22.801665,86.200779,2,Good,0.83,Day,High,Low
Kadma,22.810567,86.220971,3,Good,0.46,Day,High,Low
Sonari,22.818377,86.1639,2,Good,1.88,Day,Medium,Low
Marine Drive,22.769606,86.160421,5,Good,1.18,Night,Medium,Medium
Sonari,22.817388,86.16257,3,Good,2.1,Day,Medium,Low
Sidhgora,22.811122,86.187836,6,Poor,0.23,Night,Low,High
Telco,22.764672,86.155092,6,Poor,0.81,Night,Low,High
Agrico,22.777046,86.172916,5,Poor,1.06,Day,Medium,Medium
Jugsalai More,22.786512,86.178464,5,Poor,1.23,Night,Medium,Medium
Sitaramdera,22.772533,86.164668,9,Poor,0.43,Night,Low,High
Marine Drive,22.77011,86.160654,5,Poor,1.78,Night,High,High
Gamharia,22.768949,86.119993,8,Poor,1.95,Night,Low,High
Sidhgora,22.810188,86.187882,9,Poor,0.1,Night,Low,High
Sidhgora,22.809924,86.18959,2,Good,0.1,Day,High,Low
Bistupur,22.794691,86.186998,1,Good,0.1,Night,Medium,Low
Mango Bazar,22.830567,86.20329,5,Poor,1.59,Day,Low,Medium
Bhalubasa,22.760869,86.148128,6,Poor,1.38,Night,Low,High
Sakchi,22.805458,86.202283,5,Poor,1.02,Day,Medium,Medium
Sonari,22.818655,86.161324,2,Good,1.61,Day,Medium,Low
Sitaramdera,22.773015,86.165101,3,Good,0.81,Day,Medium,Low
Mango Bazar,22.82953,86.204444,5,Poor,1.46,Night,Low,High
Golmuri,22.782677,86.174718,8,Poor,1.01,Night,Low,High
Mango,22.830023,86.203135,5,Poor,1.58,Night,Medium,Medium
Mango Bazar,22.833246,86.2047,5,Poor,1.32,Night,High,High
Boram,22.840245,86.222245,7,Poor,4.32,Night,Low,High
Sonari,22.818587,86.164053,3,Good,1.58,Day,Medium,Low
Gamharia,22.772316,86.122344,3,Good,1.7,Day,Medium,Medium
Boram,22.83957,86.21827,8,Good,3.81,Night,Low,High
Chhota Govindpur,22.755352,86.140971,5,Poor,3.18,Night,Low,High
Jharkhand Colony,22.783233,86.206827,5,Poor,1.85,Day,Low,High
Kadma,22.811982,86.223499,4,Good,0.36,Night,Medium,Medium
Telco,22.76475,86.153844,5,Poor,1.42,Night,Medium,Medium
Jugsalai More,22.786626,86.180986,6,Poor,1.55,Night,Low,High
Boram Basti,22.840788,86.218113,4,Good,4.27,Day,Low,Medium
Sitaramdera,22.775903,86.167771,4,Good,1.63,Day,Medium,Low
Telco,22.765478,86.152919,2,Good,1.46,Day,High,Low
Adityapur,22.786496,86.133046,7,Poor,0.29,Night,Low,High
Mango,22.829707,86.198284,7,Poor,1.51,Night,Low,High
Jugsalai,22.787433,86.181317,2,Good,0.25,Day,Medium,Low
Boram Basti,22.843538,86.221396,7,Poor,4.13,Night,Low,High
Jharkhand Colony,22.781486,86.204933,6,Poor,1.68,Night,Low,High
Lal Building,22.798286,86.182152,4,Poor,0.26,Night,Low,High
Sakchi,22.804229,86.203725,5,Poor,0.54,Day,Medium,Medium
Telco,22.767027,86.154826,6,Poor,1.0,Night,Medium,Medium
Boram Basti,22.841438,86.218549,5,Poor,4.39,Night,Low,High
Chhota Govindpur,22.752624,86.140588,4,Good,2.76,Day,Medium,Low
Bistupur,22.796442,86.186432,4,Poor,0.1,Day,Low,Medium
Jharkhand Colony,22.785944,86.204859,4,Good,1.64,Night,Low,High
Parsudih,22.798823,86.170113,8,Poor,1.97,Night,Low,High
Pathargora,22.803104,86.201393,3,Poor,0.69,Night,Medium,Medium
Telco,22.764702,86.156948,2,Good,1.28,Day,High,Low
Sakchi,22.805987,86.203403,8,Poor,0.89,Night,Low,High
Pathargora,22.800771,86.200534,3,Poor,0.32,Night,Medium,Medium
Agrico,22.778037,86.174125,2,Good,0.99,Day,High,Low
Kadma,22.813346,86.220508,1,Good,0.44,Day,High,Low
Sakchi Market,22.803496,86.201046,6,Poor,0.5,Night,Low,High
Bistupur,22.794479,86.187513,5,Poor,0.76,Night,Low,Medium
Kadma,22.812629,86.219487,7,Poor,0.89,Night,Low,High
Azadnagar,22.806195,86.19661,7,Poor,1.33,Night,Low,High
Telco,22.763865,86.156574,2,Good,0.89,Day,High,Low
Ulidih,22.789505,86.208935,7,Poor,2.61,Day,Low,High
Gamharia,22.767171,86.120653,4,Good,1.83,Day,Medium,Medium
Bagbera,22.829444,86.229056,2,Good,3.33,Day,Medium,Low
Birsa Chowk,22.800535,86.183475,7,Poor,0.12,Night,Low,High
Pathargora,22.803058,86.203083,4,Poor,0.52,Night,Medium,Medium
Golmuri,22.78397,86.172797,3,Good,0.15,Day,High,Low
Mango Bazar,22.831365,86.201081,5,Poor,1.49,Day,Medium,Medium
Mango,22.829158,86.201322,5,Poor,1.53,Night,Medium,Medium
Bagbera,22.832437,86.230403,3,Good,2.96,Day,Medium,Low
Baridih,22.838102,86.186001,4,Good,2.61,Day,Medium,Medium
Lal Building,22.800247,86.185002,1,Poor,0.1,Night,Medium,Medium
Golmuri,22.787986,86.173134,4,Good,0.8,Day,Medium,Medium
Gamharia,22.76898,86.119132,8,Poor,1.68,Night,Low,High
Jugsalai,22.786423,86.183513,4,Good,0.5,Day,High,Medium
Mango Bazar,22.829936,86.204409,4,Good,1.96,Day,High,Low
Sakchi,22.804271,86.2041,3,Good,1.32,Day,High,Low
Sakchi,22.808068,86.202015,2,Good,0.55,Night,High,Low
Bhalubasa,22.759578,86.149689,4,Good,1.15,Day,Medium,Medium
Jugsalai,22.787011,86.182305,6,Poor,0.3,Night,Low,High
Sidhgora,22.808652,86.190284,3,Good,1.16,Day,High,Low
Boram Basti,22.84371,86.217123,5,Poor,4.59,Night,High,High
Sidhgora,22.811496,86.19016,4,Good,0.66,Day,High,Low
Agrico,22.777272,86.175473,3,Poor,0.41,Day,Medium,Medium
Burma Mines,22.822186,86.176359,8,Poor,2.54,Night,Low,High
Azadnagar,22.804307,86.1948,7,Poor,1.06,Night,Low,High
Lal Building,22.802582,86.181058,4,Poor,0.59,Night,Low,High
Lal Building,22.801033,86.181384,6,Poor,0.1,Night,Low,High
Lal Building,22.800098,86.181976,3,Poor,0.29,Night,Medium,Medium
Mango Bazar,22.833803,86.204438,4,Poor,2.17,Day,Medium,Medium
Golmuri,22.787037,86.174992,3,Good,0.92,Day,Medium,Medium
Sonari,22.818946,86.162091,4,Good,2.32,Night,Medium,Medium
Boram Basti,22.841974,86.218415,5,Good,4.43,Day,Low,Medium
Birsa Chowk,22.798127,86.185936,3,Poor,0.1,Night,Medium,Medium
Sitaramdera,22.771573,86.162477,6,Poor,1.1,Night,Low,High
Karandih,22.812771,86.211607,6,Poor,2.55,Day,Low,High
Birsa Chowk,22.796764,86.18376,6,Poor,0.1,Day,Medium,Medium
Sakchi,22.802016,86.202235,7,Poor,0.46,Night,Low,High
Ulidih,22.791627,86.210511,2,Good,2.73,Day,Medium,Low
Bistupur,22.794058,86.187587,5,Poor,0.16,Night,Low,Medium
Lal Building,22.802925,86.18273,3,Poor,0.78,Night,Medium,Medium
Boram Basti,22.840904,86.218213,7,Poor,4.05,Night,Low,High
Mango,22.833006,86.200566,7,Poor,1.49,Night,Medium,Medium
Gamharia,22.769452,86.122293,5,Good,2.2,Day,Medium,Medium
Mango,22.828051,86.202062,4,Poor,1.29,Night,Medium,Medium
Kadma,22.815426,86.221853,3,Good,0.8,Day,High,Low
Birsa Chowk,22.801103,86.186039,5,Poor,0.1,Night,Low,High
Jharkhand Colony,22.782641,86.203942,1,Good,2.05,Day,Medium,Low
Burma Mines,22.824503,86.181262,6,Poor,2.14,Day,Low,Medium
Sakchi,22.803241,86.201269,8,Poor,0.72,Night,Low,High
Marine Drive,22.769819,86.16017,7,Poor,1.6,Night,Low,High
Sitaramdera,22.772162,86.16457,3,Good,1.42,Day,Medium,Low
Birsa Chowk,22.798473,86.184513,3,Good,0.1,Day,High,Low
Sakchi Market,22.802272,86.201319,5,Poor,0.49,Day,Medium,Medium
Birsa Chowk,22.798129,86.183842,3,Good,0.1,Day,High,Low
Sidhgora,22.811055,86.191783,5,Poor,0.77,Night,Medium,Medium
Pathargora,22.801687,86.198193,1,Good,0.1,Day,High,Low
Chhota Govindpur,22.751509,86.141475,5,Poor,2.8,Night,Low,High
Telco,22.763604,86.155973,6,Poor,1.21,Night,Medium,Medium
Agrico,22.777085,86.172429,3,Poor,0.8,Day,Medium,Medium
Gamharia,22.772113,86.120799,3,Good,2.18,Day,High,Low
Mango Bazar,22.82929,86.202763,4,Poor,1.68,Day,Medium,Medium
Jharkhand Colony,22.785081,86.203348,6,Poor,1.71,Night,Low,High
Kadma,22.813571,86.219764,7,Poor,0.1,Night,Low,High
Lal Building,22.800367,86.182983,5,Poor,0.45,Night,Low,High
Mango,22.829301,86.201905,3,Poor,1.17,Night,Medium,Medium
Sidhgora,22.809472,86.190363,2,Good,0.5,Day,High,Low
Ulidih,22.789991,86.209413,3,Good,2.37,Day,Medium,Low
Sonari,22.818219,86.161714,5,Poor,2.3,Night,Low,High
Boram,22.840497,86.219512,7,Poor,3.99,Night,Low,High
Agrico,22.778686,86.17038,1,Good,1.09,Day,High,Low
Sidhgora,22.813259,86.190092,5,Good,0.19,Day,High,Low
Pathargora,22.802417,86.200784,3,Good,0.69,Day,High,Low
Mango Bazar,22.828132,86.203101,5,Poor,1.58,Day,Medium,Medium
Boram Basti,22.843745,86.220654,6,Poor,4.63,Night,Low,High
Sidhgora,22.809694,86.188493,4,Good,0.51,Day,High,Low
Baridih,22.838018,86.184008,7,Poor,1.92,Night,Low,High
Burma Mines,22.827206,86.1782,8,Poor,3.37,Night,Low,High
Bhalubasa,22.759242,86.148366,2,Good,1.37,Day,High,Low
Mango,22.831483,86.198148,8,Poor,1.11,Night,Medium,Medium
Bhalubasa,22.759109,86.148904,3,Good,2.29,Day,High,Low
Sitaramdera,22.772004,86.165372,3,Good,0.82,Day,Medium,Low
Marine Drive,22.771014,86.156821,2,Poor,1.28,Day,High,Low
Jugsalai,22.78997,86.180925,5,Poor,0.82,Night,Low,High
Golmuri,22.785443,86.173087,4,Good,1.09,Day,High,Low
Bhalubasa,22.760112,86.14732,6,Poor,1.33,Night,Low,High
Bistupur,22.800125,86.185693,3,Good,0.44,Day,High,Low
Bistupur,22.795852,86.188324,6,Poor,0.42,Night,Low,Medium
Jharkhand Colony,22.781589,86.207643,5,Poor,1.51,Night,Low,High
Dimna,22.740878,86.210398,4,Good,4.25,Day,High,Medium
Baridih,22.837211,86.181761,7,Poor,1.92,Night,Low,High
Mango Bazar,22.830885,86.203428,3,Good,1.81,Day,High,Low
Kadma,22.813739,86.221108,1,Good,0.48,Day,High,Low
Jharkhand Colony,22.783186,86.203348,3,Good,1.78,Day,Medium,Low
Jharkhand Colony,22.783321,86.20553,6,Poor,1.74,Night,Low,High
Mango,22.829219,86.20232,5,Poor,0.96,Night,Medium,Medium
Baridih,22.835707,86.183997,3,Good,1.94,Day,Medium,Medium
Bagbera,22.829854,86.227534,4,Poor,2.96,Day,Low,Medium
Agrico,22.778653,86.169982,4,Good,1.31,Day,High,Low
Golmuri,22.784609,86.173301,9,Poor,0.58,Night,Low,High
Jharkhand Colony,22.783361,86.204767,9,Poor,1.7,Night,Low,High
Birsa Chowk,22.796812,86.184226,4,Poor,0.1,Night,Medium,Medium
Karandih,22.812681,86.208975,5,Good,3.1,Day,Medium,Medium
Azadnagar,22.81054,86.196852,3,Good,0.7,Day,High,Medium
Gamharia,22.772217,86.120694,4,Good,2.2,Day,Medium,Medium
Jugsalai,22.79031,86.181399,7,Poor,1.04,Night,Low,High
Jharkhand Colony,22.782988,86.206225,6,Poor,1.85,Night,Low,High
Birsa Chowk,22.799014,86.184016,5,Poor,0.1,Night,Low,High
Sakchi Market,22.803777,86.200358,1,Good,0.42,Day,High,Low
Chhota Govindpur,22.750032,86.139216,5,Poor,3.1,Night,Low,High
Pathargora,22.801117,86.199113,7,Poor,0.16,Night,Medium,Medium
Boram,22.841989,86.216923,4,Poor,4.14,Night,Low,High
Telco,22.766261,86.154182,5,Poor,1.14,Night,Medium,Medium
Chhota Govindpur,22.750545,86.141657,7,Poor,2.93,Night,Low,High
Marine Drive,22.769528,86.161201,5,Poor,1.47,Night,Low,High
Birsa Chowk,22.800124,86.185788,6,Poor,0.1,Night,Low,High
Golmuri,22.783244,86.174497,8,Poor,0.66,Night,Low,High
Adityapur,22.785919,86.136373,4,Poor,0.75,Night,Medium,Medium
Karandih,22.815603,86.20841,4,Good,2.38,Day,Medium,Medium
Birsa Chowk,22.799586,86.183553,5,Poor,0.1,Night,Low,High
Chhota Govindpur,22.752381,86.141686,2,Good,3.03,Day,Medium,Low
Bistupur,22.795419,86.187741,3,Good,0.14,Day,High,Low
Azadnagar,22.805174,86.194993,3,Good,1.16,Day,Medium,Low
Parsudih,22.7995,86.169828,6,Poor,2.99,Day,Low,Medium
Mango Bazar,22.828658,86.202342,2,Poor,1.61,Day,High,Medium
Parsudih,22.801028,86.167744,5,Poor,2.85,Day,Low,Medium
Jugsalai,22.789524,86.179802,7,Poor,0.75,Night,Low,High
Sakchi,22.80253,86.203382,6,Poor,1.36,Night,Low,High
Mango,22.830809,86.201309,7,Poor,1.13,Night,Low,High
Mango,22.831577,86.203275,5,Poor,1.5,Night,Medium,Medium
Jharkhand Colony,22.781245,86.204565,5,Good,2.14,Day,Medium,Low
Telco,22.764594,86.154539,4,Good,1.03,Day,High,Low
Sidhgora More,22.813469,86.194159,1,Good,1.3,Day,High,Low
Kadma,22.814328,86.222878,8,Poor,0.45,Night,Low,High
Sidhgora,22.807194,86.190217,2,Poor,1.42,Day,High,Low
Sitaramdera,22.772988,86.162658,6,Poor,1.94,Day,Low,Medium
Pathargora,22.800878,86.198782,6,Poor,0.7,Night,Medium,Medium
Golmuri,22.785137,86.172719,3,Good,1.19,Day,Medium,Medium
Baridih,22.833965,86.185055,4,Good,2.42,Day,Medium,Medium
Azadnagar,22.80592,86.195237,2,Good,0.58,Day,Medium,Low
Jharkhand Colony,22.783194,86.207404,4,Good,1.44,Day,Medium,Low
Sakchi,22.804605,86.200543,7,Poor,1.24,Night,Low,High
Sakchi,22.803749,86.201158,8,Poor,0.9,Night,Low,High
Jugsalai More,22.786665,86.180367,2,Good,0.72,Day,High,Low
Jugsalai More,22.785237,86.180782,7,Poor,0.8,Night,Low,High
Golmuri,22.784836,86.170419,9,Poor,0.16,Night,Low,High
Marine Drive,22.770263,86.157397,3,Good,1.23,Day,High,Low
Kadma,22.811075,86.221005,3,Good,0.34,Day,Medium,Low
Burma Mines,22.826489,86.180034,7,Poor,3.32,Night,Low,High
Jugsalai More,22.786736,86.182832,6,Poor,1.15,Night,High,High
Boram Basti,22.842243,86.217378,2,Good,4.4,Day,Low,Medium
Gamharia,22.771147,86.119744,1,Good,2.14,Day,High,Low
Jugsalai More,22.787492,86.178745,6,Poor,0.28,Night,Medium,Medium
Golmuri,22.785848,86.17525,9,Poor,1.21,Night,Low,High
Sonari,22.81856,86.164293,3,Good,2.02,Day,Medium,Low
Bagbera,22.831552,86.231884,4,Good,3.54,Day,Medium,Low
Marine Drive,22.770184,86.159956,5,Good,2.04,Night,Medium,Medium
Gamharia,22.770761,86.118742,4,Good,1.41,Day,Medium,Medium
Azadnagar,22.806605,86.196012,5,Poor,0.86,Night,Low,High
Boram,22.841861,86.222071,5,Good,3.74,Day,Low,Medium
Azadnagar,22.807082,86.195399,4,Good,1.06,Day,High,Medium
Agrico,22.777336,86.170277,4,Poor,0.9,Day,Medium,Medium
Boram,22.839038,86.21946,8,Poor,3.92,Night,Low,High
Adityapur,22.785725,86.133781,6,Poor,0.86,Night,Low,High
Bhalubasa,22.75886,86.145268,6,Poor,1.01,Night,Low,High
Sakchi Market,22.803422,86.202348,7,Poor,0.54,Night,Low,High
Lal Building,22.796808,86.182759,3,Poor,0.1,Night,High,Medium
Kadma,22.811176,86.22419,5,Good,0.47,Day,High,Low
Mango,22.833378,86.199001,4,Poor,1.07,Night,Medium,Medium
Agrico,22.777015,86.174096,3,Poor,0.88,Day,Medium,Medium
Kadma,22.816355,86.22285,5,Good,0.54,Night,Medium,Medium
Boram Basti,22.842605,86.218779,9,Poor,3.92,Night,Low,High
Bistupur,22.796325,86.18619,5,Poor,0.81,Night,Low,Medium
Sitaramdera,22.769749,86.163403,4,Good,1.18,Day,Medium,Low
Sidhgora,22.810007,86.190146,3,Poor,1.07,Night,Medium,Medium
Telco,22.767838,86.155135,4,Poor,1.03,Night,Medium,Medium
Jugsalai More,22.789336,86.179161,4,Poor,0.79,Night,Medium,Medium
Jugsalai,22.788711,86.183037,2,Good,0.5,Day,High,Medium
Telco,22.763277,86.154399,5,Poor,1.1,Night,Medium,Medium
Telco,22.763564,86.152159,3,Poor,1.35,Night,Medium,Medium
Mango Bazar,22.829721,86.202664,5,Poor,1.46,Night,Low,High
